	tweet_id	jpg_url	prob_breed	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	doggo	floofer	pupper	puppo	num_likes	num_retweets
93	668171859951755264	https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg	Chihuahua	2015-11-21 20:59:20 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb	https://twitter.com/dog_rates/status/668171859951755264/photo/1	7.0	10.0	a	None	None	None	None	502.0	201.0
94	668190681446379520	https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg	Blenheim_spaniel	2015-11-21 22:14:07 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2	https://twitter.com/dog_rates/status/668190681446379520/photo/1	12.0	10.0	Skittles	None	None	None	None	662.0	199.0
96	668221241640230912	https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg	chow	2015-11-22 00:15:33 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh	https://twitter.com/dog_rates/status/668221241640230912/photo/1	10.0	10.0	None	None	None	None	None	518.0	203.0
97	668237644992782336	https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg	chow	2015-11-22 01:20:44 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i	https://twitter.com/dog_rates/status/668237644992782336/photo/1	10.0	10.0	Torque	None	None	None	None	6329.0	2932.0
98	668248472370458624	https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg	Chihuahua	2015-11-22 02:03:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K	https://twitter.com/dog_rates/status/668248472370458624/photo/1	8.0	10.0	Bisquick	None	None	None	None	1012.0	502.0
99	668256321989451776	https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg	Pembroke	2015-11-22 02:34:57 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd	https://twitter.com/dog_rates/status/668256321989451776/photo/1	13.0	10.0	Jareld	None	None	None	None	1329.0	636.0
100	668268907921326080	https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg	Pembroke	2015-11-22 03:24:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN	https://twitter.com/dog_rates/status/668268907921326080/photo/1	10.0	10.0	None	None	None	None	None	562.0	243.0
101	668274247790391296	https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg	soft-coated_wheaten_terrier	2015-11-22 03:46:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB	https://twitter.com/dog_rates/status/668274247790391296/photo/1	10.0	10.0	Sophie	None	None	None	None	842.0	236.0
102	668286279830867968	https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg	golden_retriever	2015-11-22 04:33:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc	https://twitter.com/dog_rates/status/668286279830867968/photo/1	11.0	10.0	Rusty	None	None	None	None	517.0	142.0
103	668297328638447616	https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg	Eskimo_dog	2015-11-22 05:17:54 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU	https://twitter.com/dog_rates/status/668297328638447616/photo/1	9.0	10.0	None	None	None	None	None	632.0	306.0
106	668496999348633600	https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg	Staffordshire_bullterrier	2015-11-22 18:31:19 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2	https://twitter.com/dog_rates/status/668496999348633600/photo/1	8.0	10.0	Jo	None	None	None	None	421.0	135.0
107	668507509523615744	https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg	basenji	2015-11-22 19:13:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt	https://twitter.com/dog_rates/status/668507509523615744/photo/1	10.0	10.0	a	None	None	None	None	333.0	111.0
108	668528771708952576	https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg	Labrador_retriever	2015-11-22 20:37:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW	https://twitter.com/dog_rates/status/668528771708952576/photo/1	12.0	10.0	Gòrdón	None	None	None	None	473.0	232.0
110	668542336805281792	https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg	American_Staffordshire_terrier	2015-11-22 21:31:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3	https://twitter.com/dog_rates/status/668542336805281792/photo/1	10.0	10.0	None	None	None	None	None	473.0	223.0
111	668567822092664832	https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg	Shih-Tzu	2015-11-22 23:12:44 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3	https://twitter.com/dog_rates/status/668567822092664832/photo/1	11.0	10.0	Marvin	None	None	None	None	250.0	57.0
112	668623201287675904	https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg	Chihuahua	2015-11-23 02:52:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj	https://twitter.com/dog_rates/status/668623201287675904/photo/1,https://twitter.com/dog_rates/status/668623201287675904/photo/1,https://twitter.com/dog_rates/status/668623201287675904/photo/1,https://twitter.com/dog_rates/status/668623201287675904/photo/1	10.0	10.0	Jomathan	None	None	None	None	1472.0	803.0
113	668625577880875008	https://pbs.twimg.com/media/CUdvambWoAA007z.jpg	groenendael	2015-11-23 03:02:14 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Maks. Maks just noticed something wasn't right. 10/10 https://t.co/0zBycaxyvs	https://twitter.com/dog_rates/status/668625577880875008/photo/1	10.0	10.0	Maks	None	None	None	None	395.0	138.0
114	668627278264475648	https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg	French_bulldog	2015-11-23 03:09:00 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo	https://twitter.com/dog_rates/status/668627278264475648/photo/1	9.0	10.0	Timofy	None	None	None	None	326.0	118.0
115	668631377374486528	https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg	miniature_schnauzer	2015-11-23 03:25:17 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH	https://twitter.com/dog_rates/status/668631377374486528/photo/1	5.0	10.0	Zeek	None	None	None	None	735.0	326.0
117	668636665813057536	https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg	komondor	2015-11-23 03:46:18 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg	https://twitter.com/dog_rates/status/668636665813057536/photo/1	10.0	10.0	an	None	None	None	None	1063.0	503.0
118	668641109086707712	https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg	pug	2015-11-23 04:03:57 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Hanz. He heard some thunder. 10/10 https://t.co/pKJK23j0QZ	https://twitter.com/dog_rates/status/668641109086707712/photo/1	10.0	10.0	Hanz	None	None	None	None	1095.0	556.0
119	668655139528511488	https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg	beagle	2015-11-23 04:59:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt	https://twitter.com/dog_rates/status/668655139528511488/photo/1	11.0	10.0	Winifred	None	None	None	None	543.0	225.0
120	668779399630725120	https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg	Chesapeake_Bay_retriever	2015-11-23 13:13:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW	https://twitter.com/dog_rates/status/668779399630725120/photo/1	10.0	10.0	Kevon	None	None	None	None	715.0	382.0
121	668815180734689280	https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg	redbone	2015-11-23 15:35:39 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog https://t.co/IGmVbz07tZ	https://twitter.com/dog_rates/status/668815180734689280/photo/1	7.0	10.0	a	None	None	None	None	582.0	280.0
122	668826086256599040	https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg	malinois	2015-11-23 16:18:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10 https://t.co/Ko7eCsFpnI	https://twitter.com/dog_rates/status/668826086256599040/photo/1	10.0	10.0	Banditt	None	None	None	None	444.0	142.0
123	668852170888998912	https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg	golden_retriever	2015-11-23 18:02:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10 https://t.co/OmxouCZ8IY	https://twitter.com/dog_rates/status/668852170888998912/photo/1	11.0	10.0	Bobb	None	None	None	None	462.0	171.0
124	668872652652679168	https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg	miniature_schnauzer	2015-11-23 19:24:02 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Amélie. She is a confident white college girl. Extremely intimidating. Literally can't rn omg. 11/10 fab https://t.co/up0MHRxelf	https://twitter.com/dog_rates/status/668872652652679168/photo/1	11.0	10.0	Amélie	None	None	None	None	541.0	308.0
126	668902994700836864	https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg	Brittany_spaniel	2015-11-23 21:24:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Lambeau. He's a Whistling Haiku from the plains of southern Guatemala. 11/10 so. damn. majestic. https://t.co/UqCvpSgMJe	https://twitter.com/dog_rates/status/668902994700836864/photo/1	11.0	10.0	Lambeau	None	None	None	None	324.0	104.0
129	668960084974809088	https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg	Chesapeake_Bay_retriever	2015-11-24 01:11:27 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Jaycob. He got scared of the vacuum. Hide &amp; seek champ. Almost better than Kony. Solid shampoo selection. 10/10 https://t.co/952hUV6RiK	https://twitter.com/dog_rates/status/668960084974809088/photo/1	10.0	10.0	Jaycob	None	None	None	None	720.0	246.0
131	668979806671884288	https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg	golden_retriever	2015-11-24 02:29:49 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Chaz. He's an X Games half pipe superstar. 6 gold medals. Lost back legs saving a baby from a tornado 12/10 https://t.co/uxdOfblUB0	https://twitter.com/dog_rates/status/668979806671884288/photo/1	12.0	10.0	Chaz	None	None	None	None	807.0	357.0
132	668986018524233728	https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg	Chihuahua	2015-11-24 02:54:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ruby. She's a Bimmington Fettuccini. One ear works a lil better than other. Looks startled. Cool carpet 9/10 https://t.co/j0Wpa42KCH	https://twitter.com/dog_rates/status/668986018524233728/photo/1	9.0	10.0	Ruby	None	None	None	None	565.0	173.0
133	668989615043424256	https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg	pug	2015-11-24 03:08:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bernie. He's taking his Halloween costume very seriously. Wants to be baked. 3/10 not a good idea Bernie smh https://t.co/1zBp1moFlX	https://twitter.com/dog_rates/status/668989615043424256/photo/1	13.0	10.0	Bernie	None	None	None	None	695.0	338.0
134	668994913074286592	https://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg	English_springer	2015-11-24 03:29:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Two gorgeous pups here. Both have cute fake horns(adorable). Barn in the back looks on fire. 5/10 would pet rly well https://t.co/w5oYFXi0uh	https://twitter.com/dog_rates/status/668994913074286592/photo/1	5.0	10.0	None	None	None	None	None	452.0	240.0
135	669000397445533696	https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg	Pembroke	2015-11-24 03:51:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD	https://twitter.com/dog_rates/status/669000397445533696/photo/1	11.0	10.0	Terrance	None	None	None	None	21299.0	6580.0
136	669006782128353280	https://pbs.twimg.com/media/CUjKHs0WIAECWP3.jpg	Chihuahua	2015-11-24 04:17:01 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Tucker. He is 100% ready for the sports. 12/10 I would watch anything with him https://t.co/k0ddVUWTcu	https://twitter.com/dog_rates/status/669006782128353280/photo/1	12.0	10.0	Tucker	None	None	None	None	590.0	260.0
137	669037058363662336	https://pbs.twimg.com/media/CUjlp51WcAA1vGA.jpg	Chihuahua	2015-11-24 06:17:19 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here we have Pancho and Peaches. Pancho is a Condoleezza Gryffindor, and Peaches is just an asshole. 10/10 &amp; 7/10 https://t.co/Lh1BsJrWPp	https://twitter.com/dog_rates/status/669037058363662336/photo/1	10.0	10.0	None	None	None	None	None	674.0	323.0
138	669203728096960512	https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg	pug	2015-11-24 17:19:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Samsom. He is sexually confused. Really wants to be a triceratops. 9/10 just a great guy https://t.co/HPoce45SI3	https://twitter.com/dog_rates/status/669203728096960512/photo/1	9.0	10.0	Samsom	None	None	None	None	1023.0	495.0
140	669324657376567296	https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg	Cardigan	2015-11-25 01:20:08 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Ralf. He's a miniature Buick DiCaprio. Can float (whoa). Loves to beach. Snazzy green vest. 11/10 I'd hug Ralf https://t.co/R5Z6jBTdhc	https://twitter.com/dog_rates/status/669324657376567296/photo/1	11.0	10.0	Ralf	None	None	None	None	503.0	214.0
141	669327207240699904	https://pbs.twimg.com/media/CUntin8WIAADmLk.jpg	golden_retriever	2015-11-25 01:30:16 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Just got home from college. Dis my dog. She does all my homework. Big red turd in background. 13/10 no bias at all https://t.co/6WGFp9cuj6	https://twitter.com/dog_rates/status/669327207240699904/photo/1	13.0	10.0	None	None	None	None	None	585.0	120.0
142	669328503091937280	https://pbs.twimg.com/media/CUnuuLEWEAAlKjN.jpg	Siberian_husky	2015-11-25 01:35:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kirk. He just saw a bacon wrapped tennis ball and literally died. So sad. 12/10 RIP Kirk https://t.co/0twoigv5jP	https://twitter.com/dog_rates/status/669328503091937280/photo/1	12.0	10.0	Kirk	None	None	None	None	1031.0	431.0
143	669353438988365824	https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg	Pembroke	2015-11-25 03:14:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Tessa. She is also very pleased after finally meeting her biological father. 10/10 https://t.co/qDS1aCqppv	https://twitter.com/dog_rates/status/669353438988365824/photo/1	10.0	10.0	Tessa	None	None	None	None	658.0	266.0
144	669354382627049472	https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg	Chihuahua	2015-11-25 03:18:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx	https://twitter.com/dog_rates/status/669354382627049472/photo/1	8.0	10.0	Dug	None	None	None	None	2767.0	1311.0
145	669359674819481600	https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg	Labrador_retriever	2015-11-25 03:39:17 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi	https://twitter.com/dog_rates/status/669359674819481600/photo/1	11.0	10.0	Saydee	None	None	None	None	375.0	127.0
